figure,factor,curve_name,x_value,x_units,y_value,y_units,source_page,digitization_method,notes
Figure 17,GLh,H_ft=8,24.866295,in,0.753058,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,26.184273,in,0.738057,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,27.50225,in,0.724007,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,28.0,in,0.718652,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x
Figure 17,GLh,H_ft=8,28.820227,in,0.709486,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,30.138204,in,0.694575,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,31.456182,in,0.679043,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,32.774159,in,0.663992,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,34.092136,in,0.649251,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,35.410114,in,0.633797,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,36.728091,in,0.617803,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,38.046068,in,0.601302,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,39.364045,in,0.586083,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,40.682023,in,0.569658,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample
Figure 17,GLh,H_ft=8,42.0,in,0.551925,dimensionless,PDF page 29 / API page 23,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control;spreadsheet_x;uniform_sample
