"workbook","workbook_path","backup_path","sheet","cell","figure","factor","curve_name","x_value","old_value","new_digitized_value","action"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H25","Figure 3","KHe","E_prime_ksi=2.0","0.0175","2145","2113.576774","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H26","Figure 3","KHe","E_prime_ksi=2.0","0.02","1852","1851.790055","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H27","Figure 3","KHe","E_prime_ksi=2.0","0.025","1387","1382.693917","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H28","Figure 3","KHe","E_prime_ksi=2.0","0.03","1000","994.741355","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H29","Figure 3","KHe","E_prime_ksi=2.0","0.035","819","799.537498","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H30","Figure 3","KHe","E_prime_ksi=2.0","0.04","642","647.032019","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H31","Figure 3","KHe","E_prime_ksi=2.0","0.045","525","530.01545","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H32","Figure 3","KHe","E_prime_ksi=2.0","0.05","460","465.990229","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H33","Figure 3","KHe","E_prime_ksi=2.0","0.055","393","402.015428","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H34","Figure 3","KHe","E_prime_ksi=2.0","0.06","335","338.874442","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H35","Figure 3","KHe","E_prime_ksi=2.0","0.065","273","275.851875","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H36","Figure 3","KHe","E_prime_ksi=2.0","0.07","207","211.871511","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H37","Figure 3","KHe","E_prime_ksi=2.0","0.075","143","149.467395","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H38","Figure 3","KHe","E_prime_ksi=2.0","0.08","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","H39","Figure 3","KHe","E_prime_ksi=2.0","5.0","88","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B43","Figure 4","Be","soil_type=A","0.0","0","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B44","Figure 4","Be","soil_type=A","1.0","0.321","0.334142","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B45","Figure 4","Be","soil_type=A","2.0","0.644","0.639287","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B46","Figure 4","Be","soil_type=A","3.0","0.844","0.8495","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B47","Figure 4","Be","soil_type=A","4.0","0.983","0.982464","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B48","Figure 4","Be","soil_type=A","5.0","1.077","1.080321","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B49","Figure 4","Be","soil_type=A","6.0","1.162","1.156494","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B50","Figure 4","Be","soil_type=A","7.0","1.215","1.214893","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B51","Figure 4","Be","soil_type=A","8.0","1.26","1.259303","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B52","Figure 4","Be","soil_type=A","9.0","1.295","1.29354","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B53","Figure 4","Be","soil_type=A","10.0","1.325","1.320356","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B54","Figure 4","Be","soil_type=A","11.0","1.342","1.340109","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B55","Figure 4","Be","soil_type=A","12.0","1.356","1.352953","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B56","Figure 4","Be","soil_type=A","13.0","1.363","1.359649","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B57","Figure 4","Be","soil_type=A","14.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B58","Figure 4","Be","soil_type=A","15.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B59","Figure 4","Be","soil_type=A","16.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B60","Figure 4","Be","soil_type=A","17.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B61","Figure 4","Be","soil_type=A","18.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B62","Figure 4","Be","soil_type=A","19.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B63","Figure 4","Be","soil_type=A","20.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B64","Figure 4","Be","soil_type=A","21.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B65","Figure 4","Be","soil_type=A","22.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B66","Figure 4","Be","soil_type=A","23.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B67","Figure 4","Be","soil_type=A","24.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B68","Figure 4","Be","soil_type=A","25.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B69","Figure 4","Be","soil_type=A","26.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B70","Figure 4","Be","soil_type=A","27.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B71","Figure 4","Be","soil_type=A","28.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B72","Figure 4","Be","soil_type=A","29.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B73","Figure 4","Be","soil_type=A","30.0","1.364","1.360803","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B74","Figure 4","Be","soil_type=A","31.0","1.364","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B75","Figure 4","Be","soil_type=A","32.0","1.364","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","B76","Figure 4","Be","soil_type=A","60.0","1.364","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D43","Figure 4","Be","soil_type=B","0.0","0","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D44","Figure 4","Be","soil_type=B","1.0","0.321","0.32983","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D45","Figure 4","Be","soil_type=B","2.0","0.631","0.621643","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D46","Figure 4","Be","soil_type=B","3.0","0.776","0.780853","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D47","Figure 4","Be","soil_type=B","4.0","0.893","0.887339","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D48","Figure 4","Be","soil_type=B","5.0","0.964","0.965123","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D49","Figure 4","Be","soil_type=B","6.0","1.032","1.024676","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D50","Figure 4","Be","soil_type=B","7.0","1.071","1.070074","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D51","Figure 4","Be","soil_type=B","8.0","1.108","1.104811","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D52","Figure 4","Be","soil_type=B","9.0","1.133","1.130942","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D53","Figure 4","Be","soil_type=B","10.0","1.152","1.149598","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D54","Figure 4","Be","soil_type=B","11.0","1.164","1.162014","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D55","Figure 4","Be","soil_type=B","12.0","1.172","1.168501","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D56","Figure 4","Be","soil_type=B","13.0","1.173","1.169707","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D57","Figure 4","Be","soil_type=B","14.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D58","Figure 4","Be","soil_type=B","15.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D59","Figure 4","Be","soil_type=B","16.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D60","Figure 4","Be","soil_type=B","17.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D61","Figure 4","Be","soil_type=B","18.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D62","Figure 4","Be","soil_type=B","19.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D63","Figure 4","Be","soil_type=B","20.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D64","Figure 4","Be","soil_type=B","21.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D65","Figure 4","Be","soil_type=B","22.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D66","Figure 4","Be","soil_type=B","23.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D67","Figure 4","Be","soil_type=B","24.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D68","Figure 4","Be","soil_type=B","25.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D69","Figure 4","Be","soil_type=B","26.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D70","Figure 4","Be","soil_type=B","27.0","1.173","1.16962","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","D71","Figure 4","Be","soil_type=B","28.0","1.173","1.16962","updated"
