"workbook","workbook_path","backup_path","sheet","cell","figure","factor","curve_name","x_value","old_value","new_digitized_value","action"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B128","Figure 9","GHr","H_ft=6","8.0","1.08","1.081442","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B129","Figure 9","GHr","H_ft=6","10.0","1.048","1.047295","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B130","Figure 9","GHr","H_ft=6","12.0","1","1.001302","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B131","Figure 9","GHr","H_ft=6","18.0","0.882","0.879038","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B132","Figure 9","GHr","H_ft=6","24.0","0.781","0.777475","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B133","Figure 9","GHr","H_ft=6","34.0","0.653","0.64846","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B134","Figure 9","GHr","H_ft=6","42.0","0.579","0.5737","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B135","Figure 9","GHr","H_ft=6","100.0","0.579","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D124","Figure 9","GHr","H_ft=10","0.0","0.681","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D125","Figure 9","GHr","H_ft=10","2.0","0.681","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D126","Figure 9","GHr","H_ft=10","4.0","0.72","0.717101","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D127","Figure 9","GHr","H_ft=10","6.0","0.73","0.726261","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D128","Figure 9","GHr","H_ft=10","8.0","0.724","0.719288","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D129","Figure 9","GHr","H_ft=10","10.0","0.706","0.700518","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D130","Figure 9","GHr","H_ft=10","12.0","0.681","0.67834","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D131","Figure 9","GHr","H_ft=10","18.0","0.625","0.618924","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D132","Figure 9","GHr","H_ft=10","24.0","0.573","0.566887","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D133","Figure 9","GHr","H_ft=10","34.0","0.501","0.49474","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D134","Figure 9","GHr","H_ft=10","42.0","0.453","0.448114","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D135","Figure 9","GHr","H_ft=10","100.0","0.453","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F124","Figure 9","GHr","H_ft=14","0.0","0.486","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F125","Figure 9","GHr","H_ft=14","2.0","0.486","0.481172","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F126","Figure 9","GHr","H_ft=14","4.0","0.513","0.505834","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F127","Figure 9","GHr","H_ft=14","6.0","0.513","0.507102","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F128","Figure 9","GHr","H_ft=14","8.0","0.507","0.500979","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F129","Figure 9","GHr","H_ft=14","10.0","0.495","0.489373","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F130","Figure 9","GHr","H_ft=14","12.0","0.483","0.477333","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F131","Figure 9","GHr","H_ft=14","18.0","0.451","0.445342","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F132","Figure 9","GHr","H_ft=14","24.0","0.421","0.415546","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F133","Figure 9","GHr","H_ft=14","34.0","0.374","0.369581","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F134","Figure 9","GHr","H_ft=14","42.0","0.34","0.33503","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F135","Figure 9","GHr","H_ft=14","100.0","0.34","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B140","Figure 10","NH","H_ft=6","0.0","1.0628","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B141","Figure 10","NH","H_ft=6","2.0","1.0628","1.064591","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B142","Figure 10","NH","H_ft=6","42.0","1.3496","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B143","Figure 10","NH","H_ft=6","100.0","1.76286305","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D140","Figure 10","NH","H_ft=10","0.0","1.2107","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D141","Figure 10","NH","H_ft=10","2.0","1.2107","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D142","Figure 10","NH","H_ft=10","42.0","1.4106","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D143","Figure 10","NH","H_ft=10","100.0","1.700455","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F140","Figure 10","NH","H_ft=14","0.0","1.3595","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F141","Figure 10","NH","H_ft=14","2.0","1.3595","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F142","Figure 10","NH","H_ft=14","42.0","1.562","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F143","Figure 10","NH","H_ft=14","100.0","1.855625","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B246","Figure 11","KLr","Er_ksi=5","0.0","550","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B247","Figure 11","KLr","Er_ksi=5","0.0103","550","548.529787","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B248","Figure 11","KLr","Er_ksi=5","0.015","500","498.624251","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B249","Figure 11","KLr","Er_ksi=5","0.02","462","461.492715","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B250","Figure 11","KLr","Er_ksi=5","0.03","412","411.461052","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B251","Figure 11","KLr","Er_ksi=5","0.05","318","338.231402","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B252","Figure 11","KLr","Er_ksi=5","0.08","228","229.420272","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B253","Figure 11","KLr","Er_ksi=5","5.0","228","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D246","Figure 11","KLr","Er_ksi=10","0.0","384","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D247","Figure 11","KLr","Er_ksi=10","0.0103","384","381.395853","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D248","Figure 11","KLr","Er_ksi=10","0.015","340","341.117247","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D249","Figure 11","KLr","Er_ksi=10","0.02","313","314.10277","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D250","Figure 11","KLr","Er_ksi=10","0.03","274","276.452651","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D251","Figure 11","KLr","Er_ksi=10","0.05","212","223.634719","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D252","Figure 11","KLr","Er_ksi=10","0.08","169","170.433559","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D253","Figure 11","KLr","Er_ksi=10","5.0","169","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F246","Figure 11","KLr","Er_ksi=20","0.0","258","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F247","Figure 11","KLr","Er_ksi=20","0.0103","258","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F248","Figure 11","KLr","Er_ksi=20","0.015","232","234.317949","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F249","Figure 11","KLr","Er_ksi=20","0.02","216","217.361365","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F250","Figure 11","KLr","Er_ksi=20","0.03","192","193.202725","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F251","Figure 11","KLr","Er_ksi=20","0.05","152","160.313324","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F252","Figure 11","KLr","Er_ksi=20","0.08","126","126.496284","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F253","Figure 11","KLr","Er_ksi=20","5.0","126","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B262","Figure 12","GLr","H_ft=6","0.0","2.261","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B263","Figure 12","GLr","H_ft=6","2.0","2.261","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B264","Figure 12","GLr","H_ft=6","4.0","1.531","1.536325","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B265","Figure 12","GLr","H_ft=6","6.0","1.245","1.26056","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B266","Figure 12","GLr","H_ft=6","8.0","1.115","1.12589","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B267","Figure 12","GLr","H_ft=6","10.0","1.038","1.043968","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B268","Figure 12","GLr","H_ft=6","12.0","0.987","0.993222","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B269","Figure 12","GLr","H_ft=6","26.0","0.7","0.704801","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B270","Figure 12","GLr","H_ft=6","42.0","0.404","","skipped_no_digitized_value"
