workbook,figure,factor,curve_name,x_value,digitized_api_value,spreadsheet_value,absolute_difference,percent_difference,status,notes
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.05,465.990229,465.990229,0.0,0.0,PASS,spreadsheet_cell=Tables!H32
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.055,402.015428,402.015428,0.0,0.0,PASS,spreadsheet_cell=Tables!H33
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.06,338.874442,338.874442,0.0,0.0,PASS,spreadsheet_cell=Tables!H34
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.065,275.851875,275.851875,0.0,0.0,PASS,spreadsheet_cell=Tables!H35
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.07,211.871511,211.871511,0.0,0.0,PASS,spreadsheet_cell=Tables!H36
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.075,149.467395,149.467395,0.0,0.0,PASS,spreadsheet_cell=Tables!H37
Railroad,Figure 3,KHe,E_prime_ksi=2.0,0.08,,88.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!H38
Railroad,Figure 3,KHe,E_prime_ksi=2.0,5.0,,88.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!H39
Highway,Figure 4,Be,soil_type=A,0.0,,0.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B43
Highway,Figure 4,Be,soil_type=A,1.0,0.334142,0.334142,0.0,0.000137,PASS,spreadsheet_cell=Tables!B44
Highway,Figure 4,Be,soil_type=A,2.0,0.639287,0.639287,0.0,4.4e-05,PASS,spreadsheet_cell=Tables!B45
Highway,Figure 4,Be,soil_type=A,3.0,0.8495,0.8495,0.0,3e-05,PASS,spreadsheet_cell=Tables!B46
Highway,Figure 4,Be,soil_type=A,4.0,0.982464,0.982464,0.0,4e-06,PASS,spreadsheet_cell=Tables!B47
Highway,Figure 4,Be,soil_type=A,5.0,1.080321,1.080321,0.0,4e-06,PASS,spreadsheet_cell=Tables!B48
Highway,Figure 4,Be,soil_type=A,6.0,1.156494,1.156494,0.0,4e-06,PASS,spreadsheet_cell=Tables!B49
Highway,Figure 4,Be,soil_type=A,7.0,1.214893,1.214893,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!B50
Highway,Figure 4,Be,soil_type=A,8.0,1.259303,1.259303,0.0,1.2e-05,PASS,spreadsheet_cell=Tables!B51
Highway,Figure 4,Be,soil_type=A,9.0,1.29354,1.29354,0.0,1.6e-05,PASS,spreadsheet_cell=Tables!B52
Highway,Figure 4,Be,soil_type=A,10.0,1.320356,1.320356,0.0,3e-05,PASS,spreadsheet_cell=Tables!B53
Highway,Figure 4,Be,soil_type=A,11.0,1.340109,1.340109,0.0,3.4e-05,PASS,spreadsheet_cell=Tables!B54
Highway,Figure 4,Be,soil_type=A,12.0,1.352953,1.352953,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!B55
Highway,Figure 4,Be,soil_type=A,13.0,1.359649,1.359649,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B56
Highway,Figure 4,Be,soil_type=A,14.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B57
Highway,Figure 4,Be,soil_type=A,15.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B58
Highway,Figure 4,Be,soil_type=A,16.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B59
Highway,Figure 4,Be,soil_type=A,17.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B60
Highway,Figure 4,Be,soil_type=A,18.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B61
Highway,Figure 4,Be,soil_type=A,19.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B62
Highway,Figure 4,Be,soil_type=A,20.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B63
Highway,Figure 4,Be,soil_type=A,21.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B64
Highway,Figure 4,Be,soil_type=A,22.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B65
Highway,Figure 4,Be,soil_type=A,23.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B66
Highway,Figure 4,Be,soil_type=A,24.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B67
Highway,Figure 4,Be,soil_type=A,25.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B68
Highway,Figure 4,Be,soil_type=A,26.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B69
Highway,Figure 4,Be,soil_type=A,27.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B70
Highway,Figure 4,Be,soil_type=A,28.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B71
Highway,Figure 4,Be,soil_type=A,29.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B72
Highway,Figure 4,Be,soil_type=A,30.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B73
Highway,Figure 4,Be,soil_type=A,31.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B74
Highway,Figure 4,Be,soil_type=A,32.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B75
Highway,Figure 4,Be,soil_type=A,60.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B76
Highway,Figure 4,Be,soil_type=B,0.0,,0.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D43
Highway,Figure 4,Be,soil_type=B,1.0,0.32983,0.32983,0.0,0.000126,PASS,spreadsheet_cell=Tables!D44
Highway,Figure 4,Be,soil_type=B,2.0,0.621643,0.621643,0.0,1e-05,PASS,spreadsheet_cell=Tables!D45
Highway,Figure 4,Be,soil_type=B,3.0,0.780853,0.780853,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!D46
Highway,Figure 4,Be,soil_type=B,4.0,0.887339,0.887339,0.0,2.4e-05,PASS,spreadsheet_cell=Tables!D47
Highway,Figure 4,Be,soil_type=B,5.0,0.965123,0.965123,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!D48
Highway,Figure 4,Be,soil_type=B,6.0,1.024676,1.024676,0.0,8e-06,PASS,spreadsheet_cell=Tables!D49
Highway,Figure 4,Be,soil_type=B,7.0,1.070074,1.070074,0.0,2.8e-05,PASS,spreadsheet_cell=Tables!D50
Highway,Figure 4,Be,soil_type=B,8.0,1.104811,1.104811,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!D51
Highway,Figure 4,Be,soil_type=B,9.0,1.130942,1.130942,0.0,7e-06,PASS,spreadsheet_cell=Tables!D52
Highway,Figure 4,Be,soil_type=B,10.0,1.149598,1.149598,0.0,9e-06,PASS,spreadsheet_cell=Tables!D53
Highway,Figure 4,Be,soil_type=B,11.0,1.162014,1.162014,0.0,4e-06,PASS,spreadsheet_cell=Tables!D54
Highway,Figure 4,Be,soil_type=B,12.0,1.168501,1.168501,0.0,2.8e-05,PASS,spreadsheet_cell=Tables!D55
Highway,Figure 4,Be,soil_type=B,13.0,1.169707,1.169707,0.0,4e-06,PASS,spreadsheet_cell=Tables!D56
Highway,Figure 4,Be,soil_type=B,14.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D57
Highway,Figure 4,Be,soil_type=B,15.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D58
Highway,Figure 4,Be,soil_type=B,16.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D59
Highway,Figure 4,Be,soil_type=B,17.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D60
Highway,Figure 4,Be,soil_type=B,18.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D61
Highway,Figure 4,Be,soil_type=B,19.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D62
Highway,Figure 4,Be,soil_type=B,20.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D63
Highway,Figure 4,Be,soil_type=B,21.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D64
Highway,Figure 4,Be,soil_type=B,22.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D65
Highway,Figure 4,Be,soil_type=B,23.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D66
Highway,Figure 4,Be,soil_type=B,24.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D67
Highway,Figure 4,Be,soil_type=B,25.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D68
Highway,Figure 4,Be,soil_type=B,26.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D69
Highway,Figure 4,Be,soil_type=B,27.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D70
Highway,Figure 4,Be,soil_type=B,28.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D71
Highway,Figure 4,Be,soil_type=B,29.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D72
Highway,Figure 4,Be,soil_type=B,30.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D73
Highway,Figure 4,Be,soil_type=B,31.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D74
Highway,Figure 4,Be,soil_type=B,32.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D75
Highway,Figure 4,Be,soil_type=B,60.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D76
Railroad,Figure 4,Be,soil_type=A,0.0,,0.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B44
Railroad,Figure 4,Be,soil_type=A,1.0,0.334142,0.334142,0.0,0.000137,PASS,spreadsheet_cell=Tables!B45
Railroad,Figure 4,Be,soil_type=A,2.0,0.639287,0.639287,0.0,4.4e-05,PASS,spreadsheet_cell=Tables!B46
Railroad,Figure 4,Be,soil_type=A,3.0,0.8495,0.8495,0.0,3e-05,PASS,spreadsheet_cell=Tables!B47
Railroad,Figure 4,Be,soil_type=A,4.0,0.982464,0.982464,0.0,4e-06,PASS,spreadsheet_cell=Tables!B48
Railroad,Figure 4,Be,soil_type=A,5.0,1.080321,1.080321,0.0,4e-06,PASS,spreadsheet_cell=Tables!B49
Railroad,Figure 4,Be,soil_type=A,6.0,1.156494,1.156494,0.0,4e-06,PASS,spreadsheet_cell=Tables!B50
Railroad,Figure 4,Be,soil_type=A,7.0,1.214893,1.214893,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!B51
Railroad,Figure 4,Be,soil_type=A,8.0,1.259303,1.259303,0.0,1.2e-05,PASS,spreadsheet_cell=Tables!B52
Railroad,Figure 4,Be,soil_type=A,9.0,1.29354,1.29354,0.0,1.6e-05,PASS,spreadsheet_cell=Tables!B53
Railroad,Figure 4,Be,soil_type=A,10.0,1.320356,1.320356,0.0,3e-05,PASS,spreadsheet_cell=Tables!B54
Railroad,Figure 4,Be,soil_type=A,11.0,1.340109,1.340109,0.0,3.4e-05,PASS,spreadsheet_cell=Tables!B55
Railroad,Figure 4,Be,soil_type=A,12.0,1.352953,1.352953,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!B56
Railroad,Figure 4,Be,soil_type=A,13.0,1.359649,1.359649,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B57
Railroad,Figure 4,Be,soil_type=A,14.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B58
Railroad,Figure 4,Be,soil_type=A,15.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B59
Railroad,Figure 4,Be,soil_type=A,16.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B60
Railroad,Figure 4,Be,soil_type=A,17.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B61
Railroad,Figure 4,Be,soil_type=A,18.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B62
Railroad,Figure 4,Be,soil_type=A,19.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B63
Railroad,Figure 4,Be,soil_type=A,20.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B64
Railroad,Figure 4,Be,soil_type=A,21.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B65
Railroad,Figure 4,Be,soil_type=A,22.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B66
Railroad,Figure 4,Be,soil_type=A,23.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B67
Railroad,Figure 4,Be,soil_type=A,24.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B68
Railroad,Figure 4,Be,soil_type=A,25.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B69
Railroad,Figure 4,Be,soil_type=A,26.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B70
Railroad,Figure 4,Be,soil_type=A,27.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B71
Railroad,Figure 4,Be,soil_type=A,28.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B72
Railroad,Figure 4,Be,soil_type=A,29.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B73
Railroad,Figure 4,Be,soil_type=A,30.0,1.360803,1.360803,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!B74
Railroad,Figure 4,Be,soil_type=A,31.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B75
Railroad,Figure 4,Be,soil_type=A,32.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B76
Railroad,Figure 4,Be,soil_type=A,60.0,,1.364,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B77
Railroad,Figure 4,Be,soil_type=B,0.0,,0.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D44
Railroad,Figure 4,Be,soil_type=B,1.0,0.32983,0.32983,0.0,0.000126,PASS,spreadsheet_cell=Tables!D45
Railroad,Figure 4,Be,soil_type=B,2.0,0.621643,0.621643,0.0,1e-05,PASS,spreadsheet_cell=Tables!D46
Railroad,Figure 4,Be,soil_type=B,3.0,0.780853,0.780853,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!D47
Railroad,Figure 4,Be,soil_type=B,4.0,0.887339,0.887339,0.0,2.4e-05,PASS,spreadsheet_cell=Tables!D48
Railroad,Figure 4,Be,soil_type=B,5.0,0.965123,0.965123,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!D49
Railroad,Figure 4,Be,soil_type=B,6.0,1.024676,1.024676,0.0,8e-06,PASS,spreadsheet_cell=Tables!D50
Railroad,Figure 4,Be,soil_type=B,7.0,1.070074,1.070074,0.0,2.8e-05,PASS,spreadsheet_cell=Tables!D51
Railroad,Figure 4,Be,soil_type=B,8.0,1.104811,1.104811,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!D52
Railroad,Figure 4,Be,soil_type=B,9.0,1.130942,1.130942,0.0,7e-06,PASS,spreadsheet_cell=Tables!D53
Railroad,Figure 4,Be,soil_type=B,10.0,1.149598,1.149598,0.0,9e-06,PASS,spreadsheet_cell=Tables!D54
Railroad,Figure 4,Be,soil_type=B,11.0,1.162014,1.162014,0.0,4e-06,PASS,spreadsheet_cell=Tables!D55
Railroad,Figure 4,Be,soil_type=B,12.0,1.168501,1.168501,0.0,2.8e-05,PASS,spreadsheet_cell=Tables!D56
Railroad,Figure 4,Be,soil_type=B,13.0,1.169707,1.169707,0.0,4e-06,PASS,spreadsheet_cell=Tables!D57
Railroad,Figure 4,Be,soil_type=B,14.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D58
Railroad,Figure 4,Be,soil_type=B,15.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D59
Railroad,Figure 4,Be,soil_type=B,16.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D60
Railroad,Figure 4,Be,soil_type=B,17.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D61
Railroad,Figure 4,Be,soil_type=B,18.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D62
Railroad,Figure 4,Be,soil_type=B,19.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D63
Railroad,Figure 4,Be,soil_type=B,20.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D64
Railroad,Figure 4,Be,soil_type=B,21.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D65
Railroad,Figure 4,Be,soil_type=B,22.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D66
Railroad,Figure 4,Be,soil_type=B,23.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D67
Railroad,Figure 4,Be,soil_type=B,24.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D68
Railroad,Figure 4,Be,soil_type=B,25.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D69
Railroad,Figure 4,Be,soil_type=B,26.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D70
Railroad,Figure 4,Be,soil_type=B,27.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D71
Railroad,Figure 4,Be,soil_type=B,28.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D72
Railroad,Figure 4,Be,soil_type=B,29.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D73
Railroad,Figure 4,Be,soil_type=B,30.0,1.16962,1.16962,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!D74
Railroad,Figure 4,Be,soil_type=B,31.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D75
Railroad,Figure 4,Be,soil_type=B,32.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D76
Railroad,Figure 4,Be,soil_type=B,60.0,,1.173,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D77
Highway,Figure 5,Ee,Ee,1.0,,0.8307,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B80
Highway,Figure 5,Ee,Ee,1.05,0.907581,0.907581,0.0,4.2e-05,PASS,spreadsheet_cell=Tables!B81
Highway,Figure 5,Ee,Ee,1.1,0.993725,0.993725,0.0,2.9e-05,PASS,spreadsheet_cell=Tables!B82
Highway,Figure 5,Ee,Ee,1.15,1.087064,1.087064,0.0,8e-06,PASS,spreadsheet_cell=Tables!B83
Highway,Figure 5,Ee,Ee,1.2,1.188139,1.188139,0.0,3e-05,PASS,spreadsheet_cell=Tables!B84
Highway,Figure 5,Ee,Ee,1.25,1.292515,1.292515,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!B85
Highway,Figure 5,Ee,Ee,1.3,,1.4,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B86
Highway,Figure 5,Ee,Ee,5.0,,9.353889999999982,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B87
Railroad,Figure 5,Ee,Ee,1.0,,0.8307,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B81
Railroad,Figure 5,Ee,Ee,1.05,0.907581,0.907581,0.0,4.2e-05,PASS,spreadsheet_cell=Tables!B82
Railroad,Figure 5,Ee,Ee,1.1,0.993725,0.993725,0.0,2.9e-05,PASS,spreadsheet_cell=Tables!B83
Railroad,Figure 5,Ee,Ee,1.15,1.087064,1.087064,0.0,8e-06,PASS,spreadsheet_cell=Tables!B84
Railroad,Figure 5,Ee,Ee,1.2,1.188139,1.188139,0.0,3e-05,PASS,spreadsheet_cell=Tables!B85
Railroad,Figure 5,Ee,Ee,1.25,1.292515,1.292515,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!B86
Railroad,Figure 5,Ee,Ee,1.3,,1.4,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B87
Railroad,Figure 5,Ee,Ee,5.0,,9.353889999999982,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B88
Highway,Figure 7,Fi,crossing=highway,0.0,,1.5,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B91
Highway,Figure 7,Fi,crossing=highway,5.22,1.502573,1.502573,0.0,2.3e-05,PASS,spreadsheet_cell=Tables!B92
Highway,Figure 7,Fi,crossing=highway,21.62,1.003029,1.003029,0.0,1.7e-05,PASS,spreadsheet_cell=Tables!B93
Highway,Figure 7,Fi,crossing=highway,100.0,,1.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B94
Railroad,Figure 7,Fi,crossing=railroad,0.0,1.750005,1.750005,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!B92
Railroad,Figure 7,Fi,crossing=railroad,5.22,1.750005,1.750005,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!B93
Railroad,Figure 7,Fi,crossing=railroad,30.0,,1.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B94
Railroad,Figure 7,Fi,crossing=railroad,100.0,,1.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B95
Railroad,Figure 8,KHr,Er_ksi=5,0.0,,454.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B100
Railroad,Figure 8,KHr,Er_ksi=5,0.01058,457.128641,457.128641,0.0,0.0,PASS,spreadsheet_cell=Tables!B101
Railroad,Figure 8,KHr,Er_ksi=5,0.01296,473.659291,473.659291,0.0,0.0,PASS,spreadsheet_cell=Tables!B102
Railroad,Figure 8,KHr,Er_ksi=5,0.01444,473.137377,473.137377,0.0,0.0,PASS,spreadsheet_cell=Tables!B103
Railroad,Figure 8,KHr,Er_ksi=5,0.01867,450.464264,450.464264,0.0,0.0,PASS,spreadsheet_cell=Tables!B104
Railroad,Figure 8,KHr,Er_ksi=5,0.02526,376.743824,376.743824,0.0,0.0,PASS,spreadsheet_cell=Tables!B105
Railroad,Figure 8,KHr,Er_ksi=5,0.03515,238.558487,238.558487,0.0,0.0,PASS,spreadsheet_cell=Tables!B106
Railroad,Figure 8,KHr,Er_ksi=5,0.04258,180.734442,180.734442,0.0,0.0,PASS,spreadsheet_cell=Tables!B107
Railroad,Figure 8,KHr,Er_ksi=5,0.05015,140.581426,140.581426,0.0,0.0,PASS,spreadsheet_cell=Tables!B108
Railroad,Figure 8,KHr,Er_ksi=5,0.06518,84.483888,84.483888,0.0,0.0,PASS,spreadsheet_cell=Tables!B109
Railroad,Figure 8,KHr,Er_ksi=5,0.08,,48.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B110
Railroad,Figure 8,KHr,Er_ksi=5,5.0,,48.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B111
Railroad,Figure 8,KHr,Er_ksi=10,0.0,,315.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D100
Railroad,Figure 8,KHr,Er_ksi=10,0.01058,318.155391,318.155391,0.0,0.0,PASS,spreadsheet_cell=Tables!D101
Railroad,Figure 8,KHr,Er_ksi=10,0.01296,335.210127,335.210127,0.0,0.0,PASS,spreadsheet_cell=Tables!D102
Railroad,Figure 8,KHr,Er_ksi=10,0.01444,338.118192,338.118192,0.0,0.0,PASS,spreadsheet_cell=Tables!D103
Railroad,Figure 8,KHr,Er_ksi=10,0.01867,330.918906,330.918906,0.0,0.0,PASS,spreadsheet_cell=Tables!D104
Railroad,Figure 8,KHr,Er_ksi=10,0.02526,292.676078,292.676078,0.0,0.0,PASS,spreadsheet_cell=Tables!D105
Railroad,Figure 8,KHr,Er_ksi=10,0.03515,208.929562,208.929562,0.0,0.0,PASS,spreadsheet_cell=Tables!D106
Railroad,Figure 8,KHr,Er_ksi=10,0.04258,162.414977,162.414977,0.0,0.0,PASS,spreadsheet_cell=Tables!D107
Railroad,Figure 8,KHr,Er_ksi=10,0.05015,128.412578,128.412578,0.0,0.0,PASS,spreadsheet_cell=Tables!D108
Railroad,Figure 8,KHr,Er_ksi=10,0.06518,76.916237,76.916237,0.0,0.0,PASS,spreadsheet_cell=Tables!D109
Railroad,Figure 8,KHr,Er_ksi=10,0.08,,42.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D110
