workbook,figure,factor,curve_name,x_value,digitized_api_value,spreadsheet_value,absolute_difference,percent_difference,status,notes
Railroad,Figure 8,KHr,Er_ksi=10,5.0,,42.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D111
Railroad,Figure 8,KHr,Er_ksi=20,0.0,,196.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F100
Railroad,Figure 8,KHr,Er_ksi=20,0.01058,199.165341,199.165341,0.0,0.0,PASS,spreadsheet_cell=Tables!F101
Railroad,Figure 8,KHr,Er_ksi=20,0.01296,226.256597,226.256597,0.0,0.0,PASS,spreadsheet_cell=Tables!F102
Railroad,Figure 8,KHr,Er_ksi=20,0.01444,234.262463,234.262463,0.0,0.0,PASS,spreadsheet_cell=Tables!F103
Railroad,Figure 8,KHr,Er_ksi=20,0.01867,241.067125,241.067125,0.0,0.0,PASS,spreadsheet_cell=Tables!F104
Railroad,Figure 8,KHr,Er_ksi=20,0.02526,224.684293,224.684293,0.0,0.0,PASS,spreadsheet_cell=Tables!F105
Railroad,Figure 8,KHr,Er_ksi=20,0.03515,176.27098,176.27098,0.0,0.0,PASS,spreadsheet_cell=Tables!F106
Railroad,Figure 8,KHr,Er_ksi=20,0.04258,144.67065,144.67065,0.0,0.0,PASS,spreadsheet_cell=Tables!F107
Railroad,Figure 8,KHr,Er_ksi=20,0.05015,117.267747,117.267747,0.0,0.0,PASS,spreadsheet_cell=Tables!F108
Railroad,Figure 8,KHr,Er_ksi=20,0.06518,69.460414,69.460414,0.0,0.0,PASS,spreadsheet_cell=Tables!F109
Railroad,Figure 8,KHr,Er_ksi=20,0.08,,37.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F110
Railroad,Figure 8,KHr,Er_ksi=20,5.0,,37.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F111
Railroad,Figure 9,GHr,H_ft=6,0.0,,1.006,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B124
Railroad,Figure 9,GHr,H_ft=6,2.0,,1.006,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B125
Railroad,Figure 9,GHr,H_ft=6,4.0,1.059929,1.059929,0.0,4.4e-05,PASS,spreadsheet_cell=Tables!B126
Railroad,Figure 9,GHr,H_ft=6,6.0,1.085548,1.085548,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B127
Railroad,Figure 9,GHr,H_ft=6,8.0,1.081442,1.081442,0.0,4e-06,PASS,spreadsheet_cell=Tables!B128
Railroad,Figure 9,GHr,H_ft=6,10.0,1.047295,1.047295,0.0,2.6e-05,PASS,spreadsheet_cell=Tables!B129
Railroad,Figure 9,GHr,H_ft=6,12.0,1.001302,1.001302,0.0,2e-05,PASS,spreadsheet_cell=Tables!B130
Railroad,Figure 9,GHr,H_ft=6,18.0,0.879038,0.879038,0.0,2e-06,PASS,spreadsheet_cell=Tables!B131
Railroad,Figure 9,GHr,H_ft=6,24.0,0.777475,0.777475,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!B132
Railroad,Figure 9,GHr,H_ft=6,34.0,0.64846,0.64846,0.0,6.3e-05,PASS,spreadsheet_cell=Tables!B133
Railroad,Figure 9,GHr,H_ft=6,42.0,0.5737,0.5737,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!B134
Railroad,Figure 9,GHr,H_ft=6,100.0,,0.579,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B135
Railroad,Figure 9,GHr,H_ft=10,0.0,,0.681,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D124
Railroad,Figure 9,GHr,H_ft=10,2.0,,0.681,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D125
Railroad,Figure 9,GHr,H_ft=10,4.0,0.717101,0.717101,0.0,3e-05,PASS,spreadsheet_cell=Tables!D126
Railroad,Figure 9,GHr,H_ft=10,6.0,0.726261,0.726261,0.0,7e-06,PASS,spreadsheet_cell=Tables!D127
Railroad,Figure 9,GHr,H_ft=10,8.0,0.719288,0.719288,0.0,1.6e-05,PASS,spreadsheet_cell=Tables!D128
Railroad,Figure 9,GHr,H_ft=10,10.0,0.700518,0.700518,0.0,5.1e-05,PASS,spreadsheet_cell=Tables!D129
Railroad,Figure 9,GHr,H_ft=10,12.0,0.67834,0.67834,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!D130
Railroad,Figure 9,GHr,H_ft=10,18.0,0.618924,0.618924,0.0,2.1e-05,PASS,spreadsheet_cell=Tables!D131
Railroad,Figure 9,GHr,H_ft=10,24.0,0.566887,0.566887,0.0,6.4e-05,PASS,spreadsheet_cell=Tables!D132
Railroad,Figure 9,GHr,H_ft=10,34.0,0.49474,0.49474,0.0,4.8e-05,PASS,spreadsheet_cell=Tables!D133
Railroad,Figure 9,GHr,H_ft=10,42.0,0.448114,0.448114,0.0,0.000105,PASS,spreadsheet_cell=Tables!D134
Railroad,Figure 9,GHr,H_ft=10,100.0,,0.453,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D135
Railroad,Figure 9,GHr,H_ft=14,0.0,,0.486,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F124
Railroad,Figure 9,GHr,H_ft=14,2.0,0.481172,0.481172,0.0,7.9e-05,PASS,spreadsheet_cell=Tables!F125
Railroad,Figure 9,GHr,H_ft=14,4.0,0.505834,0.505834,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!F126
Railroad,Figure 9,GHr,H_ft=14,6.0,0.507102,0.507102,0.0,6.9e-05,PASS,spreadsheet_cell=Tables!F127
Railroad,Figure 9,GHr,H_ft=14,8.0,0.500979,0.500979,0.0,5e-05,PASS,spreadsheet_cell=Tables!F128
Railroad,Figure 9,GHr,H_ft=14,10.0,0.489373,0.489373,0.0,1.7e-05,PASS,spreadsheet_cell=Tables!F129
Railroad,Figure 9,GHr,H_ft=14,12.0,0.477333,0.477333,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!F130
Railroad,Figure 9,GHr,H_ft=14,18.0,0.445342,0.445342,0.0,3.8e-05,PASS,spreadsheet_cell=Tables!F131
Railroad,Figure 9,GHr,H_ft=14,24.0,0.415546,0.415546,0.0,6e-06,PASS,spreadsheet_cell=Tables!F132
Railroad,Figure 9,GHr,H_ft=14,34.0,0.369581,0.369581,0.0,9.4e-05,PASS,spreadsheet_cell=Tables!F133
Railroad,Figure 9,GHr,H_ft=14,42.0,0.33503,0.33503,0.0,7.3e-05,PASS,spreadsheet_cell=Tables!F134
Railroad,Figure 9,GHr,H_ft=14,100.0,,0.34,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F135
Railroad,Figure 10,NH,H_ft=6,0.0,,1.0628,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B140
Railroad,Figure 10,NH,H_ft=6,2.0,1.064591,1.064591,0.0,4e-05,PASS,spreadsheet_cell=Tables!B141
Railroad,Figure 10,NH,H_ft=6,42.0,,1.3496,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B142
Railroad,Figure 10,NH,H_ft=6,100.0,,1.7628630499999998,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B143
Railroad,Figure 10,NH,H_ft=10,0.0,,1.2107,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D140
Railroad,Figure 10,NH,H_ft=10,2.0,,1.2107,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D141
Railroad,Figure 10,NH,H_ft=10,42.0,,1.4106,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D142
Railroad,Figure 10,NH,H_ft=10,100.0,,1.700455,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D143
Railroad,Figure 10,NH,H_ft=14,0.0,,1.3595,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F140
Railroad,Figure 10,NH,H_ft=14,2.0,,1.3595,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F141
Railroad,Figure 10,NH,H_ft=14,42.0,,1.562,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F142
Railroad,Figure 10,NH,H_ft=14,100.0,,1.8556250000000003,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F143
Railroad,Figure 11,KLr,Er_ksi=5,0.0,,550.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B246
Railroad,Figure 11,KLr,Er_ksi=5,0.0103,548.529787,548.529787,0.0,0.0,PASS,spreadsheet_cell=Tables!B247
Railroad,Figure 11,KLr,Er_ksi=5,0.015,498.624251,498.624251,0.0,0.0,PASS,spreadsheet_cell=Tables!B248
Railroad,Figure 11,KLr,Er_ksi=5,0.02,461.492715,461.492715,0.0,0.0,PASS,spreadsheet_cell=Tables!B249
Railroad,Figure 11,KLr,Er_ksi=5,0.03,411.461052,411.461052,0.0,0.0,PASS,spreadsheet_cell=Tables!B250
Railroad,Figure 11,KLr,Er_ksi=5,0.05,338.231402,338.231402,0.0,0.0,PASS,spreadsheet_cell=Tables!B251
Railroad,Figure 11,KLr,Er_ksi=5,0.08,229.420272,229.420272,0.0,0.0,PASS,spreadsheet_cell=Tables!B252
Railroad,Figure 11,KLr,Er_ksi=5,5.0,,228.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B253
Railroad,Figure 11,KLr,Er_ksi=10,0.0,,384.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D246
Railroad,Figure 11,KLr,Er_ksi=10,0.0103,381.395853,381.395853,0.0,0.0,PASS,spreadsheet_cell=Tables!D247
Railroad,Figure 11,KLr,Er_ksi=10,0.015,341.117247,341.117247,0.0,0.0,PASS,spreadsheet_cell=Tables!D248
Railroad,Figure 11,KLr,Er_ksi=10,0.02,314.10277,314.10277,0.0,0.0,PASS,spreadsheet_cell=Tables!D249
Railroad,Figure 11,KLr,Er_ksi=10,0.03,276.452651,276.452651,0.0,0.0,PASS,spreadsheet_cell=Tables!D250
Railroad,Figure 11,KLr,Er_ksi=10,0.05,223.634719,223.634719,0.0,0.0,PASS,spreadsheet_cell=Tables!D251
Railroad,Figure 11,KLr,Er_ksi=10,0.08,170.433559,170.433559,0.0,0.0,PASS,spreadsheet_cell=Tables!D252
Railroad,Figure 11,KLr,Er_ksi=10,5.0,,169.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D253
Railroad,Figure 11,KLr,Er_ksi=20,0.0,,258.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F246
Railroad,Figure 11,KLr,Er_ksi=20,0.0103,,258.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F247
Railroad,Figure 11,KLr,Er_ksi=20,0.015,234.317949,234.317949,0.0,0.0,PASS,spreadsheet_cell=Tables!F248
Railroad,Figure 11,KLr,Er_ksi=20,0.02,217.361365,217.361365,0.0,0.0,PASS,spreadsheet_cell=Tables!F249
Railroad,Figure 11,KLr,Er_ksi=20,0.03,193.202725,193.202725,0.0,0.0,PASS,spreadsheet_cell=Tables!F250
Railroad,Figure 11,KLr,Er_ksi=20,0.05,160.313324,160.313324,0.0,0.0,PASS,spreadsheet_cell=Tables!F251
Railroad,Figure 11,KLr,Er_ksi=20,0.08,126.496284,126.496284,0.0,0.0,PASS,spreadsheet_cell=Tables!F252
Railroad,Figure 11,KLr,Er_ksi=20,5.0,,126.0,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F253
Railroad,Figure 12,GLr,H_ft=6,0.0,,2.261,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B262
Railroad,Figure 12,GLr,H_ft=6,2.0,,2.261,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B263
Railroad,Figure 12,GLr,H_ft=6,4.0,1.536325,1.536325,0.0,1.6e-05,PASS,spreadsheet_cell=Tables!B264
Railroad,Figure 12,GLr,H_ft=6,6.0,1.26056,1.26056,0.0,2.6e-05,PASS,spreadsheet_cell=Tables!B265
Railroad,Figure 12,GLr,H_ft=6,8.0,1.12589,1.12589,0.0,2.5e-05,PASS,spreadsheet_cell=Tables!B266
Railroad,Figure 12,GLr,H_ft=6,10.0,1.043968,1.043968,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B267
Railroad,Figure 12,GLr,H_ft=6,12.0,0.993222,0.993222,0.0,3.5e-05,PASS,spreadsheet_cell=Tables!B268
Railroad,Figure 12,GLr,H_ft=6,26.0,0.704801,0.704801,0.0,5.5e-05,PASS,spreadsheet_cell=Tables!B269
Railroad,Figure 12,GLr,H_ft=6,42.0,,0.404,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B270
Railroad,Figure 12,GLr,H_ft=6,100.0,,0.404,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B271
Railroad,Figure 12,GLr,H_ft=10,0.0,,1.705,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D262
Railroad,Figure 12,GLr,H_ft=10,2.0,1.68224,1.68224,0.0,1.5e-05,PASS,spreadsheet_cell=Tables!D263
Railroad,Figure 12,GLr,H_ft=10,4.0,1.124322,1.124322,0.0,3.8e-05,PASS,spreadsheet_cell=Tables!D264
Railroad,Figure 12,GLr,H_ft=10,6.0,0.920036,0.920036,0.0,9e-06,PASS,spreadsheet_cell=Tables!D265
Railroad,Figure 12,GLr,H_ft=10,8.0,0.823262,0.823262,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!D266
Railroad,Figure 12,GLr,H_ft=10,10.0,0.778737,0.778737,0.0,1.1e-05,PASS,spreadsheet_cell=Tables!D267
Railroad,Figure 12,GLr,H_ft=10,12.0,0.743682,0.743682,0.0,1.8e-05,PASS,spreadsheet_cell=Tables!D268
Railroad,Figure 12,GLr,H_ft=10,26.0,0.53173,0.53173,0.0,1e-06,PASS,spreadsheet_cell=Tables!D269
Railroad,Figure 12,GLr,H_ft=10,42.0,,0.312,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D270
Railroad,Figure 12,GLr,H_ft=10,100.0,,0.312,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D271
Railroad,Figure 12,GLr,H_ft=14,0.0,,1.243,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F262
Railroad,Figure 12,GLr,H_ft=14,2.0,1.227603,1.227603,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!F263
Railroad,Figure 12,GLr,H_ft=14,4.0,0.853565,0.853565,0.0,6e-06,PASS,spreadsheet_cell=Tables!F264
Railroad,Figure 12,GLr,H_ft=14,6.0,0.680279,0.680279,0.0,2.4e-05,PASS,spreadsheet_cell=Tables!F265
Railroad,Figure 12,GLr,H_ft=14,8.0,0.583892,0.583892,0.0,6.1e-05,PASS,spreadsheet_cell=Tables!F266
Railroad,Figure 12,GLr,H_ft=14,10.0,0.5406,0.5406,0.0,1.8e-05,PASS,spreadsheet_cell=Tables!F267
Railroad,Figure 12,GLr,H_ft=14,12.0,0.516856,0.516856,0.0,9.1e-05,PASS,spreadsheet_cell=Tables!F268
Railroad,Figure 12,GLr,H_ft=14,26.0,0.364012,0.364012,0.0,0.000116,PASS,spreadsheet_cell=Tables!F269
Railroad,Figure 12,GLr,H_ft=14,42.0,,0.231,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F270
Railroad,Figure 12,GLr,H_ft=14,100.0,,0.231,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F271
Railroad,Figure 13,NL,H_ft=6,0.0,,1.033,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B276
Railroad,Figure 13,NL,H_ft=6,2.19,,1.033,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B277
Railroad,Figure 13,NL,H_ft=6,14.238,1.018843,1.018843,0.0,4.5e-05,PASS,spreadsheet_cell=Tables!B278
Railroad,Figure 13,NL,H_ft=6,24.507,1.0143,1.0143,0.0,1.5e-05,PASS,spreadsheet_cell=Tables!B279
Railroad,Figure 13,NL,H_ft=6,42.0,1.29275,1.29275,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!B280
Railroad,Figure 13,NL,H_ft=6,100.0,,2.2159821500028585,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B281
Railroad,Figure 13,NL,H_ft=10,0.0,,1.033,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D276
Railroad,Figure 13,NL,H_ft=10,2.19,,1.033,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D277
Railroad,Figure 13,NL,H_ft=10,14.238,1.070368,1.070368,0.0,4.6e-05,PASS,spreadsheet_cell=Tables!D278
Railroad,Figure 13,NL,H_ft=10,24.507,1.103638,1.103638,0.0,2.8e-05,PASS,spreadsheet_cell=Tables!D279
Railroad,Figure 13,NL,H_ft=10,42.0,,1.453,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D280
Railroad,Figure 13,NL,H_ft=10,100.0,,2.6113488252443844,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D281
Railroad,Figure 13,NL,H_ft=14,0.0,,1.132,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F276
Railroad,Figure 13,NL,H_ft=14,2.19,,1.132,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F277
Railroad,Figure 13,NL,H_ft=14,14.238,1.321543,1.321543,0.0,2.7e-05,PASS,spreadsheet_cell=Tables!F278
Railroad,Figure 13,NL,H_ft=14,24.507,1.309149,1.309149,0.0,1.5e-05,PASS,spreadsheet_cell=Tables!F279
Railroad,Figure 13,NL,H_ft=14,42.0,,1.497,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F280
Railroad,Figure 13,NL,H_ft=14,100.0,,2.119841022123136,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F281
Highway,Figure 14,KHh,Er_ksi=5,0.01018,,19.819,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B99
Highway,Figure 14,KHh,Er_ksi=5,0.01061,,19.819,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B100
Highway,Figure 14,KHh,Er_ksi=5,0.01211,20.409571,20.409571,0.0,2e-06,PASS,spreadsheet_cell=Tables!B101
Highway,Figure 14,KHh,Er_ksi=5,0.01394,20.701947,20.701947,0.0,1e-06,PASS,spreadsheet_cell=Tables!B102
Highway,Figure 14,KHh,Er_ksi=5,0.01541,20.680805,20.680805,0.0,1e-06,PASS,spreadsheet_cell=Tables!B103
Highway,Figure 14,KHh,Er_ksi=5,0.01729,20.366337,20.366337,0.0,1e-06,PASS,spreadsheet_cell=Tables!B104
Highway,Figure 14,KHh,Er_ksi=5,0.02018,19.351933,19.351933,0.0,2e-06,PASS,spreadsheet_cell=Tables!B105
Highway,Figure 14,KHh,Er_ksi=5,0.02425,17.211156,17.211156,0.0,1e-06,PASS,spreadsheet_cell=Tables!B106
Highway,Figure 14,KHh,Er_ksi=5,0.02991,13.386608,13.386608,0.0,3e-06,PASS,spreadsheet_cell=Tables!B107
Highway,Figure 14,KHh,Er_ksi=5,0.03582,10.457779,10.457779,0.0,1e-06,PASS,spreadsheet_cell=Tables!B108
Highway,Figure 14,KHh,Er_ksi=5,0.04007,8.681266,8.681266,0.0,3e-06,PASS,spreadsheet_cell=Tables!B109
Highway,Figure 14,KHh,Er_ksi=5,0.04484,7.165142,7.165142,0.0,5e-06,PASS,spreadsheet_cell=Tables!B110
Highway,Figure 14,KHh,Er_ksi=5,0.05012,5.913546,5.913546,0.0,5e-06,PASS,spreadsheet_cell=Tables!B111
Highway,Figure 14,KHh,Er_ksi=5,0.05496,5.0283,5.0283,0.0,8e-06,PASS,spreadsheet_cell=Tables!B112
Highway,Figure 14,KHh,Er_ksi=5,0.05999,4.1783,4.1783,0.0,9e-06,PASS,spreadsheet_cell=Tables!B113
Highway,Figure 14,KHh,Er_ksi=5,0.06488,3.493082,3.493082,0.0,7e-06,PASS,spreadsheet_cell=Tables!B114
Highway,Figure 14,KHh,Er_ksi=5,0.07005,2.844291,2.844291,0.0,9e-06,PASS,spreadsheet_cell=Tables!B115
Highway,Figure 14,KHh,Er_ksi=5,0.07493,2.339512,2.339512,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!B116
Highway,Figure 14,KHh,Er_ksi=5,0.08,1.890518,1.890518,0.0,7e-06,PASS,spreadsheet_cell=Tables!B117
Highway,Figure 14,KHh,Er_ksi=5,5.0,,1.906,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B118
Highway,Figure 14,KHh,Er_ksi=10,0.01018,,12.714,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D99
Highway,Figure 14,KHh,Er_ksi=10,0.01061,13.009063,13.009063,0.0,2e-06,PASS,spreadsheet_cell=Tables!D100
Highway,Figure 14,KHh,Er_ksi=10,0.01211,14.00257,14.00257,0.0,1e-06,PASS,spreadsheet_cell=Tables!D101
Highway,Figure 14,KHh,Er_ksi=10,0.01394,14.588438,14.588438,0.0,2e-06,PASS,spreadsheet_cell=Tables!D102
Highway,Figure 14,KHh,Er_ksi=10,0.01541,14.752615,14.752615,0.0,3e-06,PASS,spreadsheet_cell=Tables!D103
Highway,Figure 14,KHh,Er_ksi=10,0.01729,14.66749,14.66749,0.0,2e-06,PASS,spreadsheet_cell=Tables!D104
Highway,Figure 14,KHh,Er_ksi=10,0.02018,14.034725,14.034725,0.0,0.0,PASS,spreadsheet_cell=Tables!D105
Highway,Figure 14,KHh,Er_ksi=10,0.02425,12.495093,12.495093,0.0,2e-06,PASS,spreadsheet_cell=Tables!D106
Highway,Figure 14,KHh,Er_ksi=10,0.02991,10.553495,10.553495,0.0,1e-06,PASS,spreadsheet_cell=Tables!D107
Highway,Figure 14,KHh,Er_ksi=10,0.03582,8.800937,8.800937,0.0,0.0,PASS,spreadsheet_cell=Tables!D108
Highway,Figure 14,KHh,Er_ksi=10,0.04007,7.64597,7.64597,0.0,3e-06,PASS,spreadsheet_cell=Tables!D109
Highway,Figure 14,KHh,Er_ksi=10,0.04484,6.582001,6.582001,0.0,2e-06,PASS,spreadsheet_cell=Tables!D110
Highway,Figure 14,KHh,Er_ksi=10,0.05012,5.487985,5.487985,0.0,4e-06,PASS,spreadsheet_cell=Tables!D111
Highway,Figure 14,KHh,Er_ksi=10,0.05496,4.645432,4.645432,0.0,1e-06,PASS,spreadsheet_cell=Tables!D112
Highway,Figure 14,KHh,Er_ksi=10,0.05999,3.820476,3.820476,0.0,4e-06,PASS,spreadsheet_cell=Tables!D113
Highway,Figure 14,KHh,Er_ksi=10,0.06488,3.143621,3.143621,0.0,7e-06,PASS,spreadsheet_cell=Tables!D114
Highway,Figure 14,KHh,Er_ksi=10,0.07005,2.500741,2.500741,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!D115
Highway,Figure 14,KHh,Er_ksi=10,0.07493,2.020049,2.020049,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!D116
Highway,Figure 14,KHh,Er_ksi=10,0.08,,1.605,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D117
Highway,Figure 14,KHh,Er_ksi=10,5.0,,1.605,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D118
